"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Sex","Age group","Offence group","Police Force Area","Value","Value_type","Denominator (Prosecutions at Magistrates Court)","Numerator (Convictions and Magistrates Court and Crown Court)"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Dorset","83.8","","2408","2017"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Durham","82.9","","3371","2795"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Dyfed-Powys","85.9","","2343","2013"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Essex","90.8","","3398","3087"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Gloucestershire","87.6","","1946","1704"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Greater Manchester","85.3","","12486","10649"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Gwent","91.5","","2729","2498"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Hampshire","86.2","","5254","4529"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Hertfordshire","78","","4003","3122"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Humberside","91.2","","4938","4501"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Kent","81.1","","6480","5256"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Lancashire","85.9","","7881","6772"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Leicestershire","85","","2541","2159"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Lincolnshire","79.7","","2659","2120"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Merseyside","82","","8665","7105"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Metropolitan Police","82.5","","23430","19323"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Norfolk","85.1","","3399","2893"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","North Wales","89.3","","2362","2110"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","North Yorkshire","89.6","","3211","2877"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Northamptonshire","78.6","","2863","2250"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Northumbria","81","","10324","8360"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Nottinghamshire","78.9","","5979","4719"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","South Wales","89.9","","8070","7256"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","South Yorkshire","85.6","","5805","4967"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Staffordshire","81.3","","4593","3735"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Suffolk","92.6","","2042","1890"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Surrey","78.3","","2578","2019"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Sussex","83.6","","4797","4011"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Thames Valley","79.1","","7372","5828"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Warwickshire","90.7","","1592","1444"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","West Mercia","85","","4345","3695"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","West Midlands","81.7","","10729","8763"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","West Yorkshire","86.4","","9679","8358"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2015","Year","All","All","All","Wiltshire","82.7","","2218","1834"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Avon and Somerset","70.9","","86","61"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Bedfordshire","75.3","","291","219"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Cambridgeshire","93.5","","123","115"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Cheshire","67.2","","58","39"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Cleveland","75.3","","85","64"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Cumbria","100","","12","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Derbyshire","70.4","","243","171"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Devon and Cornwall","63.3","","30","19"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Dorset","89.3","","28","25"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Durham","80","","20","16"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Dyfed-Powys","81.8","","11","9"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Essex","102.9","","35","36"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Gloucestershire","64.1","","39","25"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Greater Manchester","83.3","","941","784"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Gwent","71.7","","60","43"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Hampshire","87.5","","72","63"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Hertfordshire","82.4","","267","220"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Humberside","49.2","","61","30"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Kent","79.9","","159","127"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Lancashire","100.3","","326","327"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Leicestershire","81.9","","304","249"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Lincolnshire","53.8","","26","14"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Merseyside","62","","79","49"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Metropolitan Police","78.9","","5554","4381"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Norfolk","71.4","","7","5"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","North Wales","77.8","","9","7"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","North Yorkshire","70.2","","47","33"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Northamptonshire","94.4","","54","51"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Northumbria","69.4","","196","136"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Nottinghamshire","78.2","","261","204"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","South Wales","75.2","","153","115"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","South Yorkshire","90.7","","150","136"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Staffordshire","84.7","","216","183"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Suffolk","92.3","","13","12"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Surrey","76.8","","125","96"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2016","Year","All","All","All","Sussex","84.6","","104","88"
